66,19227044,0.508533
127,10376670,0.5083318
124,10347427,0.5083278
1,8480519,0.5076463
79,7637904,0.50753886
122,10345106,0.5075376
35,12017827,0.50749916
98,10285694,0.50745445
29,11646089,0.5073119
33,11984196,0.5072976
130,10394159,0.50725687
88,8880787,0.5070345
182,140,0.5069284
60,19136033,0.5069101
16,10700156,0.5068374
103,10285896,0.5068273
11,10597029,0.5068273
17,11292079,0.5067405
187,154,0.5067307
173,11303920,0.5067225
174,11304504,0.5067179
58,18657287,0.506712
126,10363409,0.50664675
153,10608761,0.5066246
43,13097241,0.5065467
34,12017792,0.50652033
196,585,0.5064757
8,8802081,0.50647503
107,10295343,0.5064597
181,136,0.506447
162,10643426,0.5064462
120,10336772,0.5064216
47,13244249,0.5063635
195,339,0.5063233
116,10332806,0.50627327
198,622,0.50623924
91,10153331,0.5062278
145,10452227,0.50616616
83,8618604,0.50616425
140,10433777,0.50616413
169,11049712,0.50614893
48,13244496,0.5061231
27,11534912,0.5061068
135,10413290,0.50603163
74,19314475,0.50601643
149,10484220,0.50600225
192,336,0.5059745
132,10408086,0.50593376
180,135,0.50590163
12,10616795,0.5058888
69,19266166,0.50585246
32,11745705,0.5058513
42,13040334,0.50584626
80,8222884,0.50576705
52,18006777,0.50571036
31,11742166,0.5057079
46,13162978,0.5056853
53,18307457,0.5056687
50,13276103,0.5055771
199,637,0.50557286
186,153,0.5055685
113,10327642,0.50550574
84,8717495,0.5054983
87,8851151,0.5054921
105,10289568,0.50545394
99,10285721,0.5054512
137,10417772,0.5054502
67,19257561,0.50542796
72,19305083,0.505424
41,13025908,0.5054113
191,286,0.5054043
164,10650306,0.505386
157,10611769,0.5053794
178,117,0.50536805
115,10332666,0.5053669
9,8930198,0.50536543
160,10642029,0.5053602
57,18629173,0.5053583
63,19192689,0.5053317
139,10425900,0.50532067
167,10800929,0.5052823
4,8530237,0.5052341
147,10465649,0.5052013
25,11457786,0.5051892
49,13244597,0.5051499
108,10297380,0.5051484
96,10285664,0.5051286
44,13151508,0.5051214
3,8511459,0.5051206
7,8761398,0.5050934
172,11303915,0.50507057
10,10345395,0.5050173
171,11287816,0.5049979
13,10629839,0.50497526
166,10700707,0.5049722
86,8791803,0.5049595
39,12699381,0.5049565
143,10445381,0.50494784
155,10610858,0.5048946
62,19192540,0.5048396
55,10379986,0.5048149
40,12756145,0.50480855
170,11282501,0.5047183
168,10975570,0.5046894
61,19156565,0.50466883
141,10434776,0.5046544
142,10439589,0.50463104
189,234,0.504601
28,11610456,0.504594
30,11646321,0.50459194
97,10285677,0.5045222
165,10652892,0.50449145
36,12107507,0.50448096
75,19322997,0.5044408
185,152,0.5044407
159,10626174,0.50443953
18,11303914,0.50441736
92,10200845,0.5044021
71,19290586,0.5043563
2,8511395,0.5043401
64,19203446,0.5043391
0,8458568,0.50433505
110,10297571,0.5043256
156,10611070,0.50432163
82,8457500,0.5042782
14,10630143,0.50427747
194,338,0.50427675
104,10286454,0.5042414
94,10285601,0.50423086
100,10285748,0.5042229
118,10334420,0.5041506
184,147,0.5041493
114,10332057,0.504148
161,10643284,0.50412923
38,12684281,0.50407505
131,10407484,0.5040612
112,10298555,0.50404006
20,11314990,0.5040192
15,10641511,0.50401634
106,10289614,0.5039971
95,10285609,0.5039863
77,19334950,0.5039425
193,337,0.503936
93,10285552,0.5039272
129,10392617,0.5039242
152,10596916,0.5039044
5,8752560,0.5039018
22,11384780,0.5038966
176,11315469,0.5038808
19,11303918,0.5038762
136,10416317,0.50383973
78,10642191,0.5038275
109,10297549,0.5038268
128,10384045,0.50370806
183,143,0.50370175
146,10464364,0.5036482
121,10337135,0.5036363
179,134,0.50363433
70,19272529,0.50361276
144,10447393,0.5036123
102,10285832,0.50361097
138,10417930,0.5035932
54,18423803,0.5035729
68,19259544,0.5035188
123,10346860,0.5034921
45,13162681,0.5034781
125,10349761,0.5034383
65,19212817,0.5034353
59,18746820,0.5034007
177,112,0.5033753
56,18620530,0.5033478
134,10411135,0.5032679
197,616,0.5031483
6,8754877,0.5031369
76,19333829,0.50307226
81,8273049,0.50301355
188,155,0.5029916
21,11324746,0.50298023
154,10608907,0.5029584
85,8770936,0.50291634
89,8931755,0.5028746
133,10411020,0.5028686
73,19313217,0.5028505
158,10616834,0.50277257
150,10494548,0.50266916
117,10333281,0.5026425
51,13372991,0.5026343
163,10648540,0.50261533
23,11425871,0.50259626
151,10531492,0.5025672
111,10297612,0.5024411
24,11433248,0.50229114
119,10334477,0.50228614
175,11306566,0.5022302
37,12283317,0.5020375
26,11530082,0.50202215
190,247,0.5016851
90,10040518,0.5015689
148,10466680,0.5010201
101,10285814,0.49997747
