469,19266166,0.5092039
450,13276103,0.50838596
555,10610858,0.50792485
598,622,0.50779635
577,112,0.50770754
572,11303915,0.50760674
409,8930198,0.5075676
546,10464364,0.5074821
468,19259544,0.5074361
497,10285677,0.50727665
436,12107507,0.50718504
596,585,0.5071765
466,19227044,0.5070878
585,152,0.5070281
418,11303914,0.5070204
526,10363409,0.50699925
425,11457786,0.5068805
464,19203446,0.5068739
505,10289568,0.5068463
444,13151508,0.5068055
589,234,0.5068049
434,12017792,0.506785
419,11303918,0.5067793
504,10286454,0.5067776
536,10416317,0.50677216
411,10597029,0.5067163
478,10642191,0.5066707
519,10334477,0.5066019
545,10452227,0.5065799
595,339,0.5065243
593,337,0.50647384
524,10347427,0.50645596
569,11049712,0.5064157
441,13025908,0.5063935
576,11315469,0.50618976
459,18746820,0.50617665
421,11324746,0.5061456
484,8717495,0.5061039
424,11433248,0.50608796
474,19314475,0.5060742
580,135,0.50604194
554,10608907,0.5059935
575,11306566,0.50597864
540,10433777,0.505933
508,10297380,0.5059292
557,10611769,0.50592023
567,10800929,0.5058973
490,10040518,0.505885
445,13162681,0.5058405
407,8761398,0.505835
587,154,0.5058011
402,8511395,0.5057727
530,10394159,0.5057239
532,10408086,0.50563776
487,8851151,0.50559574
521,10337135,0.5055725
534,10411135,0.5055456
440,12756145,0.50541854
465,19212817,0.5053825
599,637,0.5053691
420,11314990,0.5053498
581,136,0.5053319
541,10434776,0.5051686
529,10392617,0.50516534
556,10611070,0.5051456
564,10650306,0.50513685
506,10289614,0.5051276
507,10295343,0.5051054
510,10297571,0.5051017
586,153,0.5050784
486,8791803,0.50504947
477,19334950,0.50502807
502,10285832,0.5050035
455,10379986,0.5049998
499,10285721,0.50499326
460,19136033,0.50497586
447,13244249,0.504945
520,10336772,0.5049391
427,11534912,0.50493675
446,13162978,0.504914
588,155,0.5048891
442,13040334,0.5048873
537,10417772,0.50485396
501,10285814,0.50485235
426,11530082,0.5048516
473,19313217,0.50480455
488,8880787,0.5048017
594,338,0.5047742
491,10153331,0.50474584
553,10608761,0.5046668
597,616,0.50465703
429,11646089,0.504657
452,18006777,0.504628
471,19290586,0.50461024
522,10345106,0.5045693
456,18620530,0.5045321
403,8511459,0.504528
461,19156565,0.50451916
538,10417930,0.50451607
571,11287816,0.50447345
500,10285748,0.504464
558,10616834,0.5044629
481,8273049,0.5043858
552,10596916,0.5043548
458,18657287,0.5043545
523,10346860,0.5043481
583,143,0.50432837
561,10643284,0.5043077
573,11303920,0.50429463
437,12283317,0.50429267
443,13097241,0.50424856
423,11425871,0.50421816
582,140,0.5041799
400,8458568,0.5041799
449,13244597,0.5041651
416,10700156,0.5041427
535,10413290,0.50411224
517,10333281,0.50410634
462,19192540,0.5040966
503,10285896,0.5040934
528,10384045,0.5040907
527,10376670,0.504081
566,10700707,0.5040613
498,10285694,0.50404227
454,18423803,0.5040284
559,10626174,0.50402755
417,11292079,0.5040084
531,10407484,0.5040041
451,13372991,0.50400096
516,10332806,0.50399417
406,8754877,0.50398475
480,8222884,0.5039742
489,8931755,0.5039665
579,134,0.50396323
509,10297549,0.50396144
513,10327642,0.5039506
415,10641511,0.5039445
435,12017827,0.5039368
590,247,0.5038835
430,11646321,0.50386
562,10643426,0.50385946
482,8457500,0.5038474
463,19192689,0.5037708
439,12699381,0.5037259
433,11984196,0.50370884
547,10465649,0.5036892
591,286,0.5036336
457,18629173,0.50362504
584,147,0.5036119
453,18307457,0.5035858
574,11304504,0.503578
568,10975570,0.5035629
483,8618604,0.50354934
438,12684281,0.50354886
518,10334420,0.5035301
448,13244496,0.5035274
512,10298555,0.503503
539,10425900,0.50349134
550,10494548,0.50343287
432,11745705,0.5034199
401,8480519,0.50339776
511,10297612,0.5033338
563,10648540,0.50329053
495,10285609,0.50328285
514,10332057,0.50326717
548,10466680,0.5032244
493,10285552,0.5031864
542,10439589,0.50318325
428,11610456,0.50315434
412,10616795,0.503131
494,10285601,0.5031208
472,19305083,0.503089
525,10349761,0.50307184
592,336,0.50305486
560,10642029,0.5030518
479,7637904,0.5030321
408,8802081,0.5030006
413,10629839,0.50288785
485,8770936,0.50280035
410,10345395,0.5027888
496,10285664,0.50275064
578,117,0.5027193
475,19322997,0.50271255
544,10447393,0.5025746
422,11384780,0.50256085
543,10445381,0.5025514
515,10332666,0.5025467
404,8530237,0.5024047
470,19272529,0.50227815
492,10200845,0.50215507
551,10531492,0.5021534
565,10652892,0.50200343
533,10411020,0.5019271
405,8752560,0.501855
431,11742166,0.50183517
570,11282501,0.50168073
549,10484220,0.50152105
467,19257561,0.5013921
414,10630143,0.5013215
476,19333829,0.50119776
